,Cluster,age,Years_Enrolled,age_divide,Recency,Income,Total_Expenses,Savings,economic_status,Qualification,togetherness,family,children,Kidhome,MntWines,Teenhome,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Ttl_Campaign,Ttl_no_Purchase,Deals_Purchase_Ratio,Store_Purchase_Ratio,Web_Purchase_Ratio,Catalogue_Purchase_Ratio,avg_web_visits,Ttl_place_purchase
1841,Lower middle,28,11,Young,frequent,83257.0,1392,81865.0,Upper middle,Graduate,no,no,0,0,536,0,27,590,38,107,67,1,5,10,12,6,yes,no,yes,no,no,yes,yes,2,28,0.03571428571428571,0.42857142857142855,0.17857142857142858,0.35714285714285715,0.5,28
1842,Lowest,48,10,MiddleAge,frequent,22280.0,14,22266.0,Low,Graduate,yes,yes,1,1,2,0,1,4,3,1,2,1,1,0,2,8,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.6666666666666666,4
1843,Upper middle class,45,11,Young,frequent,72159.0,1454,70705.0,Upper middle,Post graduate,yes,no,0,0,322,0,53,899,34,40,53,1,4,6,10,2,no,no,no,no,no,no,no,0,21,0.047619047619047616,0.47619047619047616,0.19047619047619047,0.2857142857142857,0.16666666666666666,21
1844,Upper middle class,62,10,MiddleAge,not frequent,64260.0,1743,62517.0,Upper middle,Graduate,yes,no,0,0,539,0,169,816,20,0,30,1,4,5,4,3,no,no,no,no,no,no,yes,0,14,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.25,14
1845,Highest economic class,39,10,Young,not frequent,82733.0,1373,81360.0,Upper middle,Post graduate,no,no,0,0,712,0,50,420,65,38,38,1,8,4,7,4,no,no,no,no,no,no,yes,0,20,0.05,0.35,0.4,0.2,0.3333333333333333,20
1846,Lower middle,52,10,MiddleAge,frequent,74290.0,1217,73073.0,Upper middle,Post graduate,no,no,1,0,1121,1,0,72,0,12,12,4,10,8,10,6,no,yes,no,yes,no,no,no,2,32,0.125,0.3125,0.3125,0.25,0.5,32
1847,Lowest,72,11,Elderly,frequent,58217.0,104,58113.0,Upper middle,Post graduate,no,no,3,2,68,1,1,13,3,5,13,1,2,0,4,6,no,no,no,no,no,no,no,0,7,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.5,7
1848,Lowest,47,10,MiddleAge,frequent,21024.0,88,20936.0,Low,Post graduate,yes,no,0,0,36,0,4,18,6,2,18,1,2,0,4,7,no,no,no,no,no,no,no,0,7,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.5833333333333334,7
1849,Upper middle class,51,10,MiddleAge,frequent,70116.0,1580,68536.0,Upper middle,Post graduate,yes,no,0,0,707,0,44,603,95,58,29,1,2,8,12,1,no,no,no,no,no,no,no,0,23,0.043478260869565216,0.5217391304347826,0.08695652173913043,0.34782608695652173,0.08333333333333333,23
1850,Highest economic class,38,11,Young,not frequent,54006.0,658,53348.0,Lower middle,Graduate,yes,yes,1,1,174,0,77,203,6,24,97,2,8,1,7,7,no,no,no,no,no,no,no,0,18,0.1111111111111111,0.3888888888888889,0.4444444444444444,0.05555555555555555,0.5833333333333334,18
1851,Highest economic class,57,11,MiddleAge,not frequent,69063.0,963,68100.0,Upper middle,Post graduate,yes,yes,1,0,666,1,35,124,69,8,26,1,5,3,5,3,no,no,no,no,no,no,no,0,14,0.07142857142857142,0.35714285714285715,0.35714285714285715,0.21428571428571427,0.25,14
1852,Lowest,48,10,MiddleAge,not frequent,11448.0,14,11434.0,Low,Graduate,no,no,0,0,0,0,0,0,6,2,6,1,1,0,2,6,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.5,4
1853,Highest economic class,44,10,Young,frequent,61825.0,474,61351.0,Upper middle,Graduate,no,no,1,0,162,1,50,100,55,30,27,1,4,2,8,4,no,no,no,no,no,no,no,0,15,0.06666666666666667,0.5333333333333333,0.26666666666666666,0.13333333333333333,0.3333333333333333,15
1854,Highest economic class,52,10,MiddleAge,frequent,70886.0,1030,69856.0,Upper middle,Graduate,yes,yes,1,1,407,0,70,239,103,88,53,1,5,4,4,2,no,no,no,no,no,no,no,0,14,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.16666666666666666,14
1855,Lower middle,41,11,Young,not frequent,69109.0,1580,67529.0,Upper middle,Graduate,yes,no,0,0,823,0,25,459,124,29,95,1,6,6,7,4,no,no,yes,no,no,no,yes,1,20,0.05,0.35,0.3,0.3,0.3333333333333333,20
1856,Low,50,11,MiddleAge,not frequent,60208.0,679,59529.0,Upper middle,Graduate,no,no,2,1,488,1,23,71,15,0,59,11,8,3,7,7,no,yes,no,no,no,no,yes,1,29,0.3793103448275862,0.2413793103448276,0.27586206896551724,0.10344827586206896,0.5833333333333334,29
1857,Lowest,55,10,MiddleAge,frequent,32889.0,55,32834.0,Lower middle,Post graduate,yes,yes,2,1,28,1,0,13,4,2,8,3,2,1,3,5,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.4166666666666667,9
1858,Lowest,39,9,Young,frequent,34738.0,22,34716.0,Lower middle,Graduate,no,no,1,1,3,0,2,10,3,0,2,1,1,0,3,6,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5,5
1859,Low,52,11,MiddleAge,not frequent,30538.0,367,30171.0,Lower middle,Post graduate,yes,yes,1,1,284,0,0,52,8,3,20,4,9,0,4,10,no,no,no,no,no,no,no,0,17,0.23529411764705882,0.23529411764705882,0.5294117647058824,0.0,0.8333333333333334,17
1860,Lower middle,46,9,MiddleAge,not frequent,82326.0,2399,79927.0,Upper middle,Graduate,yes,no,0,0,938,0,142,754,159,81,183,1,5,10,6,2,no,yes,yes,yes,no,no,yes,3,22,0.045454545454545456,0.2727272727272727,0.22727272727272727,0.45454545454545453,0.16666666666666666,22
1861,Lowest,56,9,MiddleAge,frequent,26642.0,44,26598.0,Low,Post graduate,no,no,1,1,13,0,2,15,2,2,8,2,2,0,3,6,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5,7
1862,Upper middle class,59,10,MiddleAge,frequent,69932.0,1221,68711.0,Upper middle,Graduate,no,no,1,0,412,1,172,153,150,105,57,2,7,6,11,4,no,no,no,no,no,no,no,0,26,0.07692307692307693,0.4230769230769231,0.2692307692307692,0.23076923076923078,0.3333333333333333,26
1863,Lowest,51,9,MiddleAge,frequent,44503.0,49,44454.0,Lower middle,Graduate,no,no,2,1,31,1,1,8,0,0,8,2,2,0,3,6,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5,7
1864,Low,75,10,Elderly,not frequent,60200.0,704,59496.0,Upper middle,Post graduate,no,no,1,0,502,1,19,132,0,6,26,6,6,2,11,6,no,no,no,no,no,no,no,0,25,0.24,0.44,0.24,0.08,0.5,25
1865,Lowest,71,9,Elderly,frequent,49638.0,49,49589.0,Lower middle,Graduate,no,no,1,0,18,1,10,3,3,5,0,1,1,0,3,2,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.16666666666666666,5
1866,Lowest,36,9,Young,not frequent,23830.0,51,23779.0,Low,Graduate,no,no,0,0,1,0,8,6,4,8,16,1,1,0,3,7,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5833333333333334,5
1867,Highest economic class,64,11,Elderly,not frequent,33051.0,906,32145.0,Lower middle,Post graduate,no,no,0,0,100,0,71,243,108,94,219,3,9,1,8,9,no,no,no,no,no,no,yes,0,21,0.14285714285714285,0.38095238095238093,0.42857142857142855,0.047619047619047616,0.75,21
1868,Upper middle class,65,9,Elderly,frequent,72905.0,1629,71276.0,Upper middle,Graduate,yes,no,0,0,407,0,114,445,181,165,203,1,3,7,9,1,no,no,no,yes,no,no,no,1,20,0.05,0.45,0.15,0.35,0.08333333333333333,20
1869,Highest economic class,72,10,Elderly,not frequent,69702.0,1048,68654.0,Upper middle,Post graduate,yes,yes,1,0,664,1,9,240,50,19,57,2,7,7,10,4,no,no,no,no,no,no,no,0,26,0.07692307692307693,0.38461538461538464,0.2692307692307692,0.2692307692307692,0.3333333333333333,26
1870,Highest economic class,48,10,MiddleAge,frequent,70300.0,1657,68643.0,Upper middle,Graduate,no,no,1,1,1045,0,61,338,60,46,46,3,5,5,13,8,no,no,no,no,no,no,no,0,26,0.11538461538461539,0.5,0.19230769230769232,0.19230769230769232,0.6666666666666666,26
1871,Upper middle class,39,11,Young,frequent,70643.0,1935,68708.0,Upper middle,Post graduate,yes,no,0,0,1218,0,107,304,23,143,33,1,5,8,4,6,no,no,no,no,no,no,yes,0,18,0.05555555555555555,0.2222222222222222,0.2777777777777778,0.4444444444444444,0.5,18
1872,Lowest,54,9,MiddleAge,not frequent,30396.0,34,30362.0,Lower middle,Post graduate,yes,yes,1,1,15,0,0,6,0,1,12,2,1,1,2,7,yes,no,no,no,no,no,yes,1,6,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5833333333333334,6
1873,Lowest,55,9,MiddleAge,frequent,50616.0,149,50467.0,Lower middle,Post graduate,no,no,1,0,128,1,0,16,0,1,4,2,4,0,4,7,no,no,no,no,no,no,no,0,10,0.2,0.4,0.4,0.0,0.5833333333333334,10
1874,Highest economic class,54,10,MiddleAge,frequent,62772.0,995,61777.0,Upper middle,Post graduate,no,no,1,0,581,1,49,157,43,8,108,1,5,6,11,2,no,yes,no,no,no,no,no,1,23,0.043478260869565216,0.4782608695652174,0.21739130434782608,0.2608695652173913,0.16666666666666666,23
1875,Lowest,38,9,Young,not frequent,30298.0,31,30267.0,Lower middle,Post graduate,no,no,0,0,6,0,3,12,6,1,0,1,1,1,3,3,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.25,6
1876,Highest economic class,39,11,Young,frequent,52413.0,458,51955.0,Lower middle,Graduate,no,no,1,1,185,0,8,133,56,56,12,2,7,1,7,7,no,no,no,no,no,no,no,0,17,0.11764705882352941,0.4117647058823529,0.4117647058823529,0.058823529411764705,0.5833333333333334,17
1877,Lowest,66,9,Elderly,not frequent,44155.0,47,44108.0,Lower middle,Post graduate,yes,yes,2,1,22,1,1,9,0,0,14,1,1,1,2,4,no,no,no,no,no,no,no,0,5,0.2,0.4,0.2,0.2,0.3333333333333333,5
1878,Upper middle class,52,10,MiddleAge,frequent,86979.0,1802,85177.0,High,Post graduate,no,no,0,0,584,0,100,835,65,83,35,1,5,5,5,2,yes,no,no,no,no,no,yes,1,16,0.0625,0.3125,0.3125,0.3125,0.16666666666666666,16
1879,Highest economic class,48,10,MiddleAge,not frequent,76532.0,850,75682.0,Upper middle,Graduate,yes,yes,2,1,355,1,30,177,90,138,30,4,9,5,7,5,no,no,no,no,no,no,no,0,25,0.16,0.28,0.36,0.2,0.4166666666666667,25
1880,Lowest,41,10,Young,frequent,42081.0,392,41689.0,Lower middle,Graduate,yes,yes,1,1,175,0,10,110,54,6,27,2,6,3,4,6,yes,no,no,no,no,no,no,1,15,0.13333333333333333,0.26666666666666666,0.4,0.2,0.5,15
1881,Upper middle class,35,11,Young,frequent,67546.0,2260,65286.0,Upper middle,Post graduate,yes,no,0,0,864,0,134,768,150,38,172,1,4,10,5,3,no,no,no,no,no,no,no,0,20,0.05,0.25,0.2,0.5,0.25,20
1882,Upper middle class,34,9,Young,frequent,88420.0,2222,86198.0,High,Post graduate,yes,no,0,0,957,0,153,612,99,95,153,1,4,7,8,1,yes,no,yes,yes,no,no,no,3,20,0.05,0.4,0.2,0.35,0.08333333333333333,20
1883,Lowest,38,10,Young,frequent,31158.0,78,31080.0,Lower middle,Graduate,yes,yes,1,1,25,0,6,16,20,0,5,2,2,0,3,8,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.6666666666666666,7
1884,Low,55,9,MiddleAge,not frequent,61671.0,739,60932.0,Upper middle,Graduate,no,no,1,0,641,1,7,56,0,0,28,8,10,4,6,8,no,yes,no,yes,no,no,no,2,28,0.2857142857142857,0.21428571428571427,0.35714285714285715,0.14285714285714285,0.6666666666666666,28
1885,Highest economic class,49,9,MiddleAge,frequent,69719.0,887,68832.0,Upper middle,Graduate,no,no,0,0,273,0,86,208,177,14,43,1,2,3,5,1,no,no,no,no,no,no,no,0,11,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.08333333333333333,11
1886,Lowest,74,10,Elderly,not frequent,49160.0,257,48903.0,Lower middle,Graduate,no,no,1,0,122,1,21,43,25,10,15,2,3,1,6,6,no,no,no,no,no,no,no,0,12,0.16666666666666666,0.5,0.25,0.08333333333333333,0.5,12
1887,Lowest,45,11,Young,frequent,24882.0,84,24798.0,Low,Undergraduate,yes,yes,1,1,1,0,4,10,29,0,36,1,1,1,2,6,yes,no,no,no,no,no,no,1,5,0.2,0.4,0.2,0.2,0.5,5
1888,Upper middle class,69,9,Elderly,frequent,90933.0,1716,89217.0,High,Post graduate,no,no,0,0,1020,0,31,430,62,63,79,1,4,6,4,1,no,no,yes,no,no,no,no,1,15,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.4,0.08333333333333333,15
1889,Upper middle class,78,9,Elderly,not frequent,113734.0,279,113455.0,High,Post graduate,no,no,0,0,6,0,2,3,1,262,3,0,27,0,0,1,no,no,no,no,no,no,no,0,27,0.0,0.0,1.0,0.0,0.08333333333333333,27
1890,Highest economic class,73,10,Elderly,frequent,59292.0,521,58771.0,Upper middle,Post graduate,yes,yes,1,0,378,1,14,68,19,14,14,2,3,5,8,3,no,no,no,no,no,no,no,0,18,0.1111111111111111,0.4444444444444444,0.16666666666666666,0.2777777777777778,0.25,18
1891,Lowest,59,10,MiddleAge,not frequent,45759.0,69,45690.0,Lower middle,Post graduate,yes,yes,2,1,42,1,1,18,3,0,4,2,2,0,3,7,no,no,no,no,no,no,no,0,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,0.5833333333333334,7
1892,Lowest,40,9,Young,not frequent,22148.0,54,22094.0,Low,Graduate,no,no,0,0,15,0,5,14,0,4,11,1,1,0,3,7,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5833333333333334,5
1893,Highest economic class,36,9,Young,frequent,73395.0,404,72991.0,Upper middle,Post graduate,yes,no,0,0,272,0,7,80,20,7,11,1,4,4,6,2,no,no,no,no,no,no,no,0,15,0.06666666666666667,0.4,0.26666666666666666,0.26666666666666666,0.16666666666666666,15
1894,Lowest,52,10,MiddleAge,frequent,29819.0,40,29779.0,Lower middle,Graduate,no,no,1,1,9,0,1,24,2,1,2,3,3,0,3,6,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,9
1895,Low,55,9,MiddleAge,not frequent,45688.0,306,45382.0,Lower middle,Graduate,yes,yes,1,0,279,1,0,18,0,0,9,2,3,1,8,4,no,yes,no,no,no,no,no,1,14,0.14285714285714285,0.5714285714285714,0.21428571428571427,0.07142857142857142,0.3333333333333333,14
1896,Upper middle class,69,10,Elderly,frequent,62820.0,1037,61783.0,Upper middle,Graduate,yes,no,0,0,398,0,61,265,138,61,53,1,3,4,6,1,no,no,no,no,no,no,no,0,14,0.07142857142857142,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.08333333333333333,14
1897,Highest economic class,52,10,MiddleAge,frequent,60491.0,1075,59416.0,Upper middle,Post graduate,yes,yes,1,0,637,1,47,237,12,19,76,4,6,11,7,5,no,no,no,no,no,no,no,0,28,0.14285714285714285,0.25,0.21428571428571427,0.39285714285714285,0.4166666666666667,28
1898,Lowest,37,9,Young,frequent,33235.0,70,33165.0,Lower middle,Graduate,yes,yes,1,1,45,0,0,16,2,1,6,1,3,0,3,7,no,no,no,no,no,no,no,0,7,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.5833333333333334,7
1899,Lowest,64,10,Elderly,not frequent,35701.0,47,35654.0,Lower middle,Graduate,yes,no,0,0,21,0,1,9,7,3,5,1,1,0,3,6,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5,5
1900,Lowest,43,10,Young,frequent,31535.0,55,31480.0,Lower middle,Post graduate,yes,yes,1,1,15,0,4,13,0,0,19,1,1,1,2,7,yes,no,no,no,no,no,no,1,5,0.2,0.4,0.2,0.2,0.5833333333333334,5
1901,Upper middle class,63,9,MiddleAge,not frequent,92556.0,1446,91110.0,High,Graduate,yes,no,0,0,493,0,183,352,184,23,28,0,3,5,13,0,no,no,no,no,no,no,no,0,21,0.0,0.6190476190476191,0.14285714285714285,0.23809523809523808,0.0,21
1902,Lower middle,53,11,MiddleAge,not frequent,67384.0,1530,65854.0,Upper middle,Graduate,no,no,1,0,957,1,40,175,158,53,107,2,7,8,5,5,no,yes,no,no,no,no,no,1,22,0.09090909090909091,0.22727272727272727,0.3181818181818182,0.36363636363636365,0.4166666666666667,22
1903,Upper middle class,52,11,MiddleAge,frequent,80573.0,1702,78871.0,Upper middle,Post graduate,yes,no,0,0,829,0,138,430,60,92,15,1,4,6,13,2,no,no,no,no,no,no,no,0,24,0.041666666666666664,0.5416666666666666,0.16666666666666666,0.25,0.16666666666666666,24
1904,Lower middle,56,11,MiddleAge,frequent,77870.0,1865,76005.0,Upper middle,Graduate,yes,yes,1,0,1017,1,50,500,65,50,133,3,5,5,5,8,no,yes,no,yes,no,no,yes,2,18,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.6666666666666666,18
1905,Low,60,10,MiddleAge,not frequent,52278.0,1198,51080.0,Lower middle,Post graduate,no,no,1,0,953,1,0,71,0,0,174,6,10,5,10,8,no,no,no,no,no,no,no,0,31,0.1935483870967742,0.3225806451612903,0.3225806451612903,0.16129032258064516,0.6666666666666666,31
1906,Low,55,11,MiddleAge,not frequent,57107.0,416,56691.0,Upper middle,Graduate,no,no,1,0,159,1,0,120,0,0,137,7,4,4,8,8,no,yes,no,no,yes,no,yes,2,23,0.30434782608695654,0.34782608695652173,0.17391304347826086,0.17391304347826086,0.6666666666666666,23
1907,Lowest,33,10,Young,not frequent,18929.0,85,18844.0,Low,Graduate,yes,no,0,0,32,0,0,8,23,4,18,1,1,0,4,6,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.5,6
1908,Lowest,42,10,Young,frequent,36038.0,47,35991.0,Lower middle,Post graduate,no,no,1,1,23,0,0,15,0,2,7,2,3,0,3,6,no,no,no,no,no,no,no,0,8,0.25,0.375,0.375,0.0,0.5,8
1909,Lowest,47,10,MiddleAge,not frequent,20180.0,179,20001.0,Low,Graduate,no,no,0,0,18,0,42,24,15,20,18,1,2,1,4,7,no,no,no,no,no,no,no,0,8,0.125,0.5,0.25,0.125,0.5833333333333334,8
1910,Lowest,58,11,MiddleAge,frequent,34230.0,21,34209.0,Lower middle,Post graduate,yes,yes,2,1,15,1,0,4,0,0,2,1,1,0,2,7,no,no,no,no,no,no,no,0,4,0.25,0.5,0.25,0.0,0.5833333333333334,4
1911,Lowest,46,9,MiddleAge,not frequent,31878.0,74,31804.0,Lower middle,Graduate,no,no,1,0,23,1,4,5,10,5,23,1,1,0,4,3,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.25,6
1912,Upper middle class,51,9,MiddleAge,frequent,70932.0,1102,69830.0,Upper middle,Graduate,yes,yes,1,0,200,1,193,100,46,185,185,2,6,2,12,3,no,no,no,no,no,no,no,0,22,0.09090909090909091,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.25,22
1913,Lower middle,67,11,Elderly,frequent,91249.0,1703,89546.0,High,Graduate,no,no,0,0,1324,0,27,119,71,108,27,0,7,9,6,4,no,yes,yes,yes,yes,no,yes,4,22,0.0,0.2727272727272727,0.3181818181818182,0.4090909090909091,0.3333333333333333,22
1914,Upper middle class,80,10,Elderly,frequent,77598.0,1768,75830.0,Upper middle,Post graduate,no,no,0,0,1193,0,33,281,129,66,33,1,7,5,13,3,no,no,yes,no,no,no,no,1,26,0.038461538461538464,0.5,0.2692307692307692,0.19230769230769232,0.25,26
1915,Upper middle class,64,10,Elderly,not frequent,80982.0,1328,79654.0,Upper middle,Graduate,no,no,2,1,505,1,137,401,104,22,22,3,11,5,11,5,no,no,no,no,no,yes,no,0,30,0.1,0.36666666666666664,0.36666666666666664,0.16666666666666666,0.4166666666666667,30
1916,Lowest,46,10,MiddleAge,not frequent,22701.0,28,22673.0,Low,Post graduate,yes,yes,1,1,2,0,4,9,0,4,5,1,1,0,3,5,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.4166666666666667,5
1917,Low,54,11,MiddleAge,frequent,55212.0,1182,54030.0,Lower middle,Post graduate,yes,yes,1,0,1103,1,0,45,0,0,34,3,4,2,11,8,no,yes,no,no,yes,no,no,2,20,0.15,0.55,0.2,0.1,0.6666666666666666,20
1918,Highest economic class,53,10,MiddleAge,not frequent,70617.0,1341,69276.0,Upper middle,Graduate,yes,no,0,0,353,0,61,753,40,46,27,1,3,3,7,2,no,no,no,no,no,no,no,0,14,0.07142857142857142,0.5,0.21428571428571427,0.21428571428571427,0.16666666666666666,14
1919,Highest economic class,66,11,Elderly,not frequent,64849.0,1384,63465.0,Upper middle,Graduate,no,no,0,0,652,0,48,350,94,84,108,1,9,3,6,5,no,no,no,no,no,no,yes,0,19,0.05263157894736842,0.3157894736842105,0.47368421052631576,0.15789473684210525,0.4166666666666667,19
1920,Low,58,10,MiddleAge,not frequent,62694.0,755,61939.0,Upper middle,Post graduate,yes,yes,2,1,379,1,6,157,25,91,91,5,9,3,7,7,no,no,no,no,no,no,no,0,24,0.20833333333333334,0.2916666666666667,0.375,0.125,0.5833333333333334,24
1921,Lowest,49,10,MiddleAge,frequent,61917.0,95,61822.0,Upper middle,Post graduate,yes,yes,2,1,46,1,4,36,2,2,1,1,2,0,4,5,no,no,no,no,no,no,no,0,7,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.4166666666666667,7
1922,Highest economic class,76,10,Elderly,frequent,67472.0,445,67027.0,Upper middle,Post graduate,yes,yes,1,0,162,1,31,127,8,17,69,2,4,2,7,3,no,no,no,no,no,no,no,0,15,0.13333333333333333,0.4666666666666667,0.26666666666666666,0.13333333333333333,0.25,15
1923,Lowest,41,9,Young,not frequent,21059.0,47,21012.0,Low,Post graduate,yes,yes,1,1,8,0,3,19,3,3,8,3,3,0,3,6,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,9
1924,Lowest,55,9,MiddleAge,not frequent,29543.0,66,29477.0,Lower middle,Post graduate,yes,yes,2,2,17,0,3,18,3,4,18,2,3,1,2,7,no,no,no,no,no,no,no,0,8,0.25,0.25,0.375,0.125,0.5833333333333334,8
1925,Upper middle class,72,10,Elderly,frequent,75903.0,1009,74894.0,Upper middle,Graduate,yes,yes,1,0,340,1,108,185,130,38,100,2,6,6,9,3,no,no,no,no,no,no,no,0,23,0.08695652173913043,0.391304347826087,0.2608695652173913,0.2608695652173913,0.25,23
1926,Lowest,48,11,MiddleAge,not frequent,34984.0,42,34942.0,Lower middle,Graduate,yes,yes,2,1,8,1,4,15,3,5,3,2,1,0,3,7,no,no,no,no,no,no,no,0,6,0.3333333333333333,0.5,0.16666666666666666,0.0,0.5833333333333334,6
1927,Low,67,10,Elderly,not frequent,54998.0,477,54521.0,Lower middle,Post graduate,no,no,1,0,154,1,22,202,39,30,8,5,4,2,9,4,no,no,no,no,no,no,yes,0,20,0.25,0.45,0.2,0.1,0.3333333333333333,20
1928,Low,74,11,Elderly,frequent,54356.0,790,53566.0,Lower middle,Post graduate,no,no,1,0,710,1,15,30,20,0,0,3,11,2,8,8,no,no,no,no,no,no,yes,0,24,0.125,0.3333333333333333,0.4583333333333333,0.08333333333333333,0.6666666666666666,24
1929,Lowest,64,9,Elderly,not frequent,34242.0,17,34225.0,Lower middle,Post graduate,yes,yes,1,0,8,1,2,4,0,0,1,1,0,0,3,5,no,no,no,no,no,no,no,0,4,0.25,0.75,0.0,0.0,0.4166666666666667,4
1930,Lowest,50,10,MiddleAge,not frequent,25410.0,40,25370.0,Low,Graduate,yes,yes,1,1,2,0,2,4,13,13,4,1,1,0,4,4,no,no,no,no,no,no,no,0,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0,0.3333333333333333,6
1931,Lower middle,39,9,Young,frequent,73356.0,1526,71830.0,Upper middle,Post graduate,yes,no,0,0,1050,0,14,322,0,14,112,1,5,11,5,2,yes,no,yes,yes,no,no,yes,3,22,0.045454545454545456,0.22727272727272727,0.22727272727272727,0.5,0.16666666666666666,22
1932,Lowest,73,10,Elderly,frequent,28320.0,44,28276.0,Low,Graduate,yes,yes,1,0,19,1,1,14,3,2,4,1,1,0,3,8,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.6666666666666666,5
1933,Lowest,46,11,MiddleAge,frequent,23763.0,42,23721.0,Low,Graduate,no,no,1,1,22,0,0,6,6,2,6,1,1,0,3,7,no,no,no,no,no,no,no,0,5,0.2,0.6,0.2,0.0,0.5833333333333334,5
1934,Upper middle class,39,9,Young,frequent,72570.0,1172,71398.0,Upper middle,Graduate,yes,no,0,0,274,0,83,216,151,141,224,1,4,6,12,1,no,no,no,no,no,no,no,0,23,0.043478260869565216,0.5217391304347826,0.17391304347826086,0.2608695652173913,0.08333333333333333,23
1935,Lowest,47,11,MiddleAge,frequent,34529.0,168,34361.0,Lower middle,Post graduate,yes,yes,1,1,68,0,6,38,3,6,41,2,2,2,3,7,no,no,no,no,no,no,no,0,9,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.5833333333333334,9
1936,Upper middle class,72,10,Elderly,frequent,70792.0,1317,69475.0,Upper middle,Graduate,no,no,0,0,344,0,45,654,104,11,114,2,3,4,10,3,no,no,no,no,no,no,no,0,19,0.10526315789473684,0.5263157894736842,0.15789473684210525,0.21052631578947367,0.25,19
1937,Upper middle class,41,11,Young,not frequent,63211.0,1366,61845.0,Upper middle,Graduate,yes,no,0,0,145,0,193,459,205,26,145,2,3,8,7,2,no,no,no,no,no,no,yes,0,20,0.1,0.35,0.15,0.4,0.16666666666666666,20
1938,Upper middle class,49,9,MiddleAge,not frequent,83891.0,854,83037.0,Upper middle,Post graduate,yes,yes,1,0,217,1,38,350,111,85,15,1,4,7,10,1,no,no,no,no,no,no,no,0,22,0.045454545454545456,0.45454545454545453,0.18181818181818182,0.3181818181818182,0.08333333333333333,22
1939,Lowest,55,10,MiddleAge,frequent,36065.0,81,35984.0,Lower middle,Graduate,no,no,2,1,18,1,7,34,10,2,3,3,3,0,3,8,no,no,no,no,no,no,no,0,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,9
1940,Lowest,69,10,Elderly,not frequent,39898.0,142,39756.0,Lower middle,Graduate,yes,yes,1,0,69,1,8,26,12,7,12,2,3,0,4,7,no,no,no,no,no,no,no,0,9,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.0,0.5833333333333334,9
1941,Lowest,83,10,Elderly,frequent,51141.0,157,50984.0,Lower middle,Post graduate,no,no,0,0,144,0,0,7,0,0,6,1,3,1,4,5,no,no,no,no,no,no,no,0,9,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.4166666666666667,9
